Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class577.41,420.83,266.48,144.06,108.7,638.94,449.58,289.84,150.84,101.15,674.15,465.29,311.94,163.41,105.59,654.28,487.78,259.65,156.13,124.34,515.91,321.78,202.55,119.71,105.14,454.56,324.9,224.15,127.41,83.5,470.35,325.72,177.23,139.03,101.79,713.4,502.47,311.47,233.45,225.06,426.77,396.46,194.82,137.27,105.36,310.89,298.29,164.61,102.5,67.448,696.01,506.58,243.9,151.01,123.02,565.88,541.79,271.68,192.3,169.41,517.11,580.49,230.55,152.38,125.18,605.93,525.19,281.96,203.17,182.22,608.58,475.84,231.17,148.48,119.11,375.4,418.78,190.24,100.49,71.004,749.25,455.24,280.2,159.16,114.38,637.97,425.34,232.69,153.11,127.68,671.6,456.18,250.12,130.5,82.866,737.51,476.84,279.58,152.28,101.83,597.5,437.49,287.4,155.81,119.12,472.1,381.65,216.29,129.63,98.054,610.76,399.31,226.91,135.11,88.235,371.86,257.06,192.32,132.32,68.518,456.2,332.02,202.93,130.88,94.276,700.88,461.39,244.7,200.04,156.52,329.19,349.96,190.41,122.73,95.001,335.17,297.34,191.3,104.65,64.627,805.63,555.11,274.41,178.53,136.28,406.35,403.57,210.34,145.67,130.23,706.75,570.72,249.32,155.29,107.05,630.63,518.53,232.5,136.65,93.971,1
593.15,346.42,274.33,146.87,130.21,698.94,394.8,284.39,136.3,106.97,745.89,403.11,293.97,152.41,110.8,749.84,416.37,309.96,228.64,218,477.76,303.46,189.34,131.9,109.77,573.27,276.26,233.73,103.7,83.27,598.8,321.31,195.38,127.9,101.78,873.91,454.5,320.81,216.43,252.95,482.76,354.87,202.46,131.53,105.88,342.96,256.49,165.29,103.63,75.344,818.23,454.35,239.63,141.92,116.17,571.02,431.22,230.07,164.42,142.73,541.4,454.12,219.72,120.65,105.45,624.41,435.31,226.16,144.36,121.6,649.77,444.68,216.23,128.56,103.94,375.5,324.73,185.12,87.595,74.529,821.46,434.84,282.61,157.51,129,728.55,371.95,236.78,153.82,126.08,693.2,365.19,263.25,114.13,83.436,756.23,498.44,295.42,157.97,101.99,632,422.41,267.84,188.74,139.33,481.6,374.93,218.89,143.56,100.69,636.9,380.77,256.93,133.13,82.062,397.05,235.39,210.94,127.62,64.694,554.55,355.6,214.96,135.33,89.45,771.08,455.12,254.94,181.12,172.43,307.66,301.44,208.68,120.39,94.086,359.7,254.45,158.33,106.79,61.497,949.3,474.7,290.74,165.36,133,404.92,349.96,237.74,159.24,154.7,811.18,497.11,264.94,137.58,107.84,685,475.63,228.01,130.69,101.22,1
489.82,434.17,274.39,107.21,95.955,671.04,439.64,274.37,75.878,32.482,659.19,390.96,233.5,-0.54463,-42.453,482.52,456.62,239,97.798,85.667,415.92,378.23,168.64,95.238,-3.1843,384.78,293.38,205.21,55.546,-2.5842,510.6,351.77,171.21,65.845,36.583,717.5,468.24,280.84,188.66,187.81,414.38,376.88,175.42,109.83,85.255,269.7,335.83,191.06,114.59,54.498,778.65,528.21,244.86,127.16,92.157,494.37,484.69,266.86,186.1,157.9,428.35,534.58,214.46,121.86,67.217,504.1,487.22,216.79,111.37,73.831,558.03,502.79,228.88,100.35,79.994,310.73,389.41,186.52,101.26,55.494,693.04,441.91,282.49,158.45,104.58,551.75,383.73,233.37,133.23,71.687,580.17,392.54,286.59,130.54,60.151,706.77,432.95,250.91,109.94,79.329,471.52,433.97,263.44,86.649,27.993,322,262.7,152.14,11.24,-3.7001,515,367.18,267.53,104.97,64.684,266.15,270.14,226.62,133.82,62.994,408.34,339.4,181.23,79.858,20.948,521.26,258.5,119.93,90.344,9.0106,321.11,287.34,152.78,64.558,-18.205,266.82,311.43,184.99,104.04,52.143,946.33,502.03,261.79,125.66,92.849,385.38,398.24,212.32,102.73,96.42,800.59,552.22,245.15,113.27,91.277,636.31,565.62,236.02,109.36,88.64,1
480.31,369.51,228.34,158.54,109.9,518.47,394.33,254.41,151.34,101.42,548.09,397.66,286.92,175.8,118.32,436.16,379.4,253.86,180.7,144.15,377.49,253.07,195.02,142.35,111.13,254.58,292.67,230.84,123.63,88.032,310.57,301.74,189.7,135.77,101.51,359.68,408.42,342.89,249.26,297.7,302.05,354.29,186.77,130.87,102.02,293.8,288.75,169.33,113.41,67.694,466.55,428.07,225.06,140.19,108.54,463.25,459.68,232.22,149.31,131.45,370.43,448.57,221.97,140.03,104.68,420.51,416.19,241.83,164.66,132.17,493.97,424.84,214.96,146.31,97.639,323.5,354.81,170.54,101.61,65.501,549.19,389.8,262.96,164.83,107.13,337.22,357.88,245.2,155.48,120.37,615.1,363.02,254.9,128.75,86.254,623.71,386.76,280.63,152.77,102.01,360.42,435.9,300.6,187.2,127.26,315.44,371.01,241.44,161.37,119.08,545.83,353.08,248.78,146.5,90.963,791.47,334.15,248.35,150.57,84.202,269.13,359.2,209.26,139.95,91.963,467.67,416.73,306.89,190.21,182.35,362.05,336.16,189.21,127.54,83.052,308.25,287.6,178.93,111.99,65.314,490.3,442.31,237.53,167.05,125.9,356.39,314.62,182.62,133.39,95.047,529.08,462.44,225.22,142.51,103.31,536.2,431.35,201.99,131.2,93.085,1
429.01,355.44,233.67,128.5,103.03,442.14,389.38,250.46,139.76,88.881,476.87,415.49,297.63,146.77,99.15,522.77,447.48,257.98,177.44,132.88,340.06,329.46,186.43,150.66,127.56,361.23,269.4,207.59,132.16,88.244,379.36,279.53,189.26,153.54,128.95,521.26,562.86,353.51,301.59,294.02,334.33,371.96,210.31,168.99,147.89,302.39,196.6,165.65,105.34,76.349,375.18,443.63,231.24,149,130.87,469.23,536.5,255.67,192.77,174.94,484.52,535.67,209.72,130.28,105.56,579.47,474.25,218.03,151.26,125.18,602.07,424.8,211.19,132.77,113.02,380.95,370.08,178.9,98.758,69.608,474.42,397.51,267.03,149.16,122.68,549.86,378.48,226.3,147.52,136.57,493.81,374.14,253.52,128.25,79.549,517.17,441.54,267.35,148.54,106.9,538.9,393.28,279.58,178.14,124.79,406.01,361.43,214.66,149.05,103.11,440.72,354.92,214.94,137.08,84.832,321.62,219.58,201.75,146.38,73.006,323.02,344.65,200.74,139.61,97.428,478.42,452.75,301.92,256,218.05,332.97,320.4,196.3,121.51,95.817,303.3,276.77,173.96,110.29,70.635,556.46,478.53,282.83,179.46,148.78,414.2,316.43,223.87,158.07,147.53,592.71,480.87,246.02,154.48,118.6,665.11,425.36,214.75,147.45,110.43,1
384.68,370.91,250.5,151.92,113.19,348.44,407.13,294.97,197.47,137.09,349.46,483.34,359.96,287.79,186.92,388.93,416.88,293.56,246.34,184.53,282.15,290.12,196.89,148.56,131.61,241.89,323.34,243.79,166.16,111.47,288.35,404.02,219.82,154.12,114.1,369.12,496.35,342.19,292.45,289.96,357.96,497.07,220.65,133.36,118.64,315.66,302.43,189.33,122.56,67.671,294.84,434.61,257.69,139.23,111.78,524.3,572.49,296.7,220.22,197.61,476.76,504.32,226.42,151,119.16,510.63,484.31,259.86,176.3,167.99,527.01,464.25,236.03,148.26,119.28,347.56,323.29,161.84,112.34,70.615,372.7,401.46,279.01,166.77,115.72,345.49,411.13,248.97,145.46,112.9,519.7,437.64,279.53,146.62,89.995,477.39,434.14,294.68,154.16,103.96,471.23,402.27,304.55,182.7,131.66,336.99,382.47,235.79,161.55,116.48,466.01,416.21,263.21,145.13,90.961,367.7,268.74,223.66,147.86,73.049,253.9,414.68,208.31,143.11,88.47,367.16,423.01,270.64,202.28,166.05,309.96,364.48,192.76,131.67,86.885,318.8,273.17,162.46,120.96,64.821,333.28,438.69,253.15,169.11,113.11,330.14,357.29,229.31,154.13,113.99,405.37,506.13,245.35,149.1,95.14,494.23,540.04,239.22,147.92,102.18,1
545.53,357.35,256.34,162.86,122.88,644.92,405.62,284.68,169.89,106.99,650.78,425.03,326.79,177.67,120.91,663.87,418.37,263.61,178.69,142.4,484.45,340.21,220.16,140.37,113.85,489.56,315.39,246.88,142.03,100.08,466.92,290.27,212.8,145.04,114.48,826.8,562.67,372.9,345.44,329.71,411.93,363.16,205.26,123.36,113.33,296.85,220.33,172.74,103.29,72.341,773.47,445.56,264.37,169.47,146.24,449.89,485.84,234.07,143.14,125.45,450.3,407.01,209.11,128.31,95.368,519.67,411.13,232.15,140.52,121,563.53,450.23,227.5,146.33,126.59,328.23,318.37,178.83,98.645,72.175,803.48,441.3,295.78,187.45,140.32,630.12,365.61,259.28,167.16,151.75,708.31,440.15,293.71,144.71,86.159,775.14,449.42,319.99,165.52,123.55,512.59,361.81,278.64,164.29,120.28,438.98,327.39,239.42,140.11,97.132,670.01,422.01,271.8,143.68,98.808,377.91,262.65,208.17,139.32,74.312,484.75,406.81,226.38,160.26,102.05,698.88,411.91,315.89,204.46,188.45,331.49,324.96,218.69,136.31,89.304,300.81,310.66,167.06,112.66,64.733,888.7,492.59,290.18,204.14,171.19,349.05,279.13,213.72,145.37,116.54,739.4,472.4,258.87,160.68,139.71,566.21,448.22,243.47,166.58,154.33,1
496.24,467.1,267.27,160.17,106.56,499.46,514.71,293.55,135.93,78.188,516.54,517.81,319.79,165.6,96.581,526.04,478.14,253.2,156.38,105.15,319.28,356.58,206.68,119.56,85.088,375.88,354.88,226.47,126.88,86.001,298.85,348.65,210.7,119.07,94.836,386.32,512.7,321.24,231.29,236.65,393.92,461.83,239.72,139.42,119.36,329.81,328.82,187.53,106.39,66.249,301.87,554.06,273.59,140.82,114.59,568.29,619.88,308.48,229.09,215.65,450.35,621.41,250.27,145.43,111.45,530.68,523.96,256.62,188.8,155.68,558.83,506.27,231.48,158.85,108.05,354.68,437.58,177.2,104.72,61.371,457.02,511.56,292.59,171.58,121.91,469.49,427.15,245.33,154.65,126.12,787.07,526.6,282.01,146.5,81.346,661.53,548.33,286.66,166.68,109.63,607.8,475.83,273.93,185.54,139,442.19,390.75,239.54,140.28,98.956,676.08,441.44,263.52,141.86,83.122,460.1,276.63,220.58,146.71,70.595,370.4,420.24,222.89,131.06,91.526,530.36,425.99,275.48,173.13,140.69,433.65,430.31,230.4,130.55,97.191,361.83,344.8,178.99,108.57,63.594,346.86,485.82,271.87,165.77,120.77,544,471.33,267.68,205.25,169.22,452.87,553.75,247.99,138.72,96.82,595.68,537.06,233.03,135.79,92.785,1
502.43,307.33,277.41,145.04,116.06,530.18,314.02,287.78,148.45,104.76,534.9,308.45,299.24,163.18,109.17,601.59,324.84,270.63,162.06,141.71,451.64,262.38,203.38,131.74,119.21,385.05,237.93,231.21,143.74,98.444,410.87,276.48,186.34,130.95,112.58,713.25,449.98,329.56,299.21,302.09,416.94,366.06,219.48,140.94,127.15,242.52,277.05,158.55,105.48,65.119,614.9,449.5,231.22,161.91,141.6,419.19,471.66,299.86,201.64,210.03,423.54,453.64,224.43,145.72,116.37,431.2,454.08,255.34,189.98,162.46,425.13,397.36,231.86,154.6,121.33,294.4,233.62,166.26,101.73,68.028,707.59,383.19,277.66,159.48,124.08,618.79,361.4,254.35,182.15,143.31,557.13,328.91,257.59,137.22,84.597,605.71,374.04,274.01,171.51,118.31,528.98,359.96,284.13,171.44,116.6,391.93,346.49,217.08,139.23,93.408,428.54,303.37,233.48,127.67,89.501,249.59,222.73,211.49,141.93,67.48,285.43,290.16,183.29,128.44,95.311,586.9,401.31,264.51,203.79,186.46,226.47,267.22,197.52,118.81,96.326,168.57,189.12,167.37,94.365,63.366,684.32,351.05,260.45,187.89,163.11,261.58,351.15,287.2,213.14,182.49,538.5,382.05,233.55,154.5,125.38,422.83,435.06,227.39,145.24,118.91,1
528.17,331.24,235.92,150.24,119.56,616.15,380.47,262.98,145.76,97.377,676.13,402.8,284.86,152.46,97.745,636.33,427.23,236.97,180.11,157.75,478.1,310.9,192.45,119.01,89.747,457.85,314.14,226.86,120.01,81.982,409.98,308.23,200.6,123.69,87.037,680.21,482.31,335.14,231.22,247.12,379.63,339.41,197.59,127.88,90.496,274.61,238.85,167.45,103.07,67.926,720.36,444.09,243.67,139.72,107.27,481.73,433.36,241.52,143.24,116.19,498.59,439.68,226.06,123.97,93.663,540.6,417.1,239.23,134.78,110.56,522.08,376.06,216.64,114.28,92.443,359.72,290.23,170.56,94.819,77.619,697.68,408.35,280.97,158.77,119.83,592.59,351.82,246.74,143.8,110.66,581.69,360.48,249.94,127.17,78.078,659.93,399.46,295.74,146.16,98.057,469.92,330.44,285.86,170.18,125.71,367.82,308.73,235.33,131.58,90.191,529.03,349.98,248.95,138.81,81.374,349.6,247.23,208.79,128.33,74.612,411.05,354.5,213.06,133.35,80.419,618,399.9,283.74,184.36,173.06,270.93,325.5,191.9,126.43,87.513,285.12,287.32,179.75,114.06,66.322,818.83,506.87,259.03,156.93,120.87,378.36,333.61,196.39,141.87,111.49,712.06,484.35,231.06,131.3,99.637,573.02,440.02,216.81,113.58,85.048,1
518.82,410.42,289,201.95,149.54,636.82,466.16,303.84,190.89,135.44,708.52,503.57,324.02,195.72,153.13,733.86,475.55,310.84,237.79,218.68,536.63,380.48,230.4,188,176.48,487.54,378.75,235.51,155.73,123.48,624.79,334.57,216.13,166.4,152.29,992.93,613.42,359.83,326.5,366.96,495.43,411.39,188.35,156.2,143.79,332.06,245.8,169,119.85,78.808,793.73,501.77,253.61,194.99,174.31,457.06,527.8,236.81,190.75,160.92,539.59,519.48,234.85,145.09,113.74,595.25,510.28,231.49,166.73,131.5,656.19,520.13,243.75,148.38,105.3,390.84,355.66,192.16,116.65,81.468,701.57,476.47,302.54,192.55,151.62,741.25,475.59,262.46,197.75,197.19,520.87,437.12,275.57,144.86,95.388,677.49,509.75,314.2,181.01,135.61,578.43,421.9,293.82,194.52,147.1,544.77,392.04,231.57,152.45,106.53,521.62,420.88,246.67,155.51,102.85,308.16,252.63,209.49,150.2,80.937,551.64,375.1,223.98,147.26,119.86,787.72,520.31,315.47,265.18,251.72,324.13,351.68,211.05,139.42,99.053,353.56,292.51,173.3,121.39,78.072,1010.9,621.9,327,221.7,217.86,431.17,418.81,255.68,199.24,168.08,874.34,639.8,294.11,183.22,159.09,715.28,593.77,255.1,150.06,112.98,1
